Id,Title,Name in Hebrew,Name in German,Pseudonym,Gender,Date of birth,Place of birth,Date of death,Place of death,Occupation,VIAF ID
person1547,"מיכל מ""ס","מיכל מ""ס","מיכל מ""ס",,,,,,,,36795999
person1548,"מיכל פ""ל מק""ב","מיכל פ""ל מק""ב","מיכל פ""ל מק""ב",,,,,,,,
person1549,מיכל שלעזינגר,מיכל שלעזינגר,מיכל שלעזינגר,,,,,,,,
person1550,מיכעל סימאנס,מיכעל סימאנס,מיכעל סימאנס,,,,,,,,
person1551,מילבערג,מילבערג,מילבערג,,,,,,,,
person1552,"מינדין, יוזפא","מינדין, יוזפא","מינדין, יוזפא",,,,,,,,
person1553,"מינדן, יהודה ליב בן יואל",,,,,,,,,"Editor,Mevi La'Dfus (Producer)",308273494
person1554,מיענדעל רעננער,מיענדעל רעננער,מיענדעל רעננער,,,,,,,,
person1555,מנדל אפנהיים,מנדל אפנהיים,,,,,,,,,
person1556,מנחם מן,מנחם מן,,,,,,,,,313004244
person1557,מנחם עמנואל וייזל,מנחם עמנואל וייזל,,,,,,,,,
person1558,"מנשה בן יוסף,מאיליא",,,,,,,,,Author,
person1559,"מעזריטש, יואל","מעזריטש, יואל","מעזריטש, יואל",,,,,,,,
person1560,"מענדל [אביו של מנדלסון (פרנקפורט), משה]","מענדל [אביו של מנדלסון (פרנקפורט), משה]","מענדל [אביו של מנדלסון (פרנקפורט), משה]",,,,,,,,
person1561,"מענדל אפנהיים בק""ב","מענדל אפנהיים בק""ב","מענדל אפנהיים בק""ב",,,,,,,,
person1562,"מענדל בר""א","מענדל בר""א","מענדל בר""א",,,,,,,,
person1563,"מענדל בר""א בק""ב","מענדל בר""א בק""ב","מענדל בר""א בק""ב",,,,,,,,
person1564,"מענדל בר""י","מענדל בר""י","מענדל בר""י",,,,,,,,
person1565,"מענדל בר""י כ""ץ","מענדל בר""י כ""ץ","מענדל בר""י כ""ץ",,,,,,,,
person1566,"מענדל בר""ן","מענדל בר""ן","מענדל בר""ן",,,,,,,,
person1567,"מענדל ברעסלוי בק""ב","מענדל ברעסלוי בק""ב","מענדל ברעסלוי בק""ב",,,,,,,,
person1568,מענדל ווערטהיימר,מענדל ווערטהיימר,מענדל ווערטהיימר,,,,,,,,
person1569,מענדל זעללער,מענדל זעללער,מענדל זעללער,,,,,,,,
person1570,מענדל ליידסדורף,מענדל ליידסדורף,מענדל ליידסדורף,,,,,,,,
person1571,מענדל ליידסדורף,מענדל ליידסדורף,מענדל ליידסדורף,,,,,,,,
person1572,מענדל עטטינגר,מענדל עטטינגר,מענדל עטטינגר,,,,,,,,
person1573,מענדל שפירא,מענדל שפירא,מענדל שפירא,,,,,,,,310914997
person1574,"מענדלסזאהן, יוסף","מענדלסזאהן, יוסף","מענדלסזאהן, יוסף",,,,,,,,
person1575,"מענץ, אברהם יוסף","מענץ, אברהם יוסף (החכם המהנדס)","מענץ, אברהם יוסף",,,,,,,,
person1576,"מענץ, אברהם יוסף בן שמעון וואלף",,,,,,,,,Author,
person1577,"מרגליות, יהודה ליב בן אשר זליג",,,,,,,,,Author,27478507
person1578,"מרגליות, יהודה ליב בן אשר זליג",,,,,,,,,"Commentator,Mevi La'Dfus (Producer)",27478507
person1579,"מרגליות, יהודה ליב בן אשר זליג","מרגליות, יהודה ליב בן אשר זליג (אב""ד בק""ק בוזנאב)","מרגליות, יהודה ליב בן אשר זליג",,,,,,,,27478507
person1580,מרדכי,"מרדכי (בע""מ שער המלך)",מרדכי,,,,,,,,313385448
person1581,מרדכי,"מרדכי (בע""מ שער המלך)",מרדכי,,,,,,,,313385448
person1582,מרדכי,"מרדכי (רב, אב""ד)",מרדכי,,,,,,,,313385448
person1583,מרדכי,"מרדכי (בע""מ שער המלך)",מרדכי,,,,,,,,313385448
person1584,מרדכי איידלין,מרדכי איידלין,,,,,,,,,
person1585,"מרדכי ב""מ שלום","מרדכי ב""מ שלום","מרדכי ב""מ שלום",,,,,,,,
person1586,"מרדכי ב""ר יואל כ""ץ בפד""א","מרדכי ב""ר יואל כ""ץ בפד""א","מרדכי ב""ר יואל כ""ץ בפד""א",,,,,,,,
person1587,מרדכי בורמט,מרדכי בורמט,,,,,,,,,
person1588,מרדכי בלאך,מרדכי בלאך,,,,,,,,,299466083
person1589,"מרדכי במהורר יעקב ז""ל","מרדכי במהורר יעקב ז""ל","מרדכי במהורר יעקב ז""ל",,,,,,,,
person1590,"מרדכי בן יצחק, הלוי",,,,,,,,,Author,298857219
person1591,"מרדכי בר""י שלעזינגר בה""ב","מרדכי בר""י שלעזינגר בה""ב","מרדכי בר""י שלעזינגר בה""ב",,,,,,,,
person1592,"מרדכי בר""ש","מרדכי בר""ש","מרדכי בר""ש",,,,,,,,32730484
person1593,מרדכי האדאראווער,מרדכי האדאראווער,מרדכי האדאראווער,,,,,,,,
person1594,מרדכי הירץ,מרדכי הירץ,,,,,,,,,308275695
person1595,"מרדכי וועלי בק""ב","מרדכי וועלי בק""ב","מרדכי וועלי בק""ב",,,,,,,,
person1596,מרדכי זאב,מרדכי זאב (נוטה לשבת עיר... לבוב),מרדכי זאב,,,,,,,,313385393
person1597,מרדכי זאב,מרדכי זאב,,,,,,,,,313385393
person1598,מרדכי לוי,מרדכי לוי,מרדכי לוי,,,,,,,,310741496
person1599,מרדכי לעוונשטאם,מרדכי לעוונשטאם,מרדכי לעוונשטאם,,,,,,,,
person1600,מרדכי מאוש גואהלענער,מרדכי מאוש גואהלענער,מרדכי מאוש גואהלענער,,,,,,,,
person1601,מרדכי מגלוסק,מרדכי מגלוסק,מרדכי מגלוסק,,,,,,,,
person1602,מרדכי מייזיל,מרדכי מייזיל,מרדכי מייזיל,,,,,,,,
person1603,מרדכי פערלהעפטער,מרדכי פערלהעפטער,מרדכי פערלהעפטער,,,,,,,,
person1604,מרדכי צבי הירש ביק,מרדכי צבי הירש ביק,מרדכי צבי הירש ביק,,,,,,,,
person1605,מרדכי רופא,מרדכי רופא,מרדכי רופא,,,,,,,,308256936
person1606,מרים,מרים,מרים,,,,,,,,313388150
person1607,מרים איציג (אשת ר' דניאל יפה),מרים איציג (אשת ר' דניאל יפה),,,,,,,,,
person1608,"מרש, חיים בר""א","מרש, חיים בר""א","מרש, חיים בר""א",,,,,,,,
person1609,משה איסר אבאמארע,משה איסר אבאמארע,משה איסר אבאמארע,,,,,,,,
person1610,"משה אפנהיים בק""ב","משה אפנהיים בק""ב","משה אפנהיים בק""ב",,,,,,,,
person1611,"משה ב""ר ליזר","משה ב""ר ליזר","משה ב""ר ליזר",,,,,,,,
person1612,"משה ב""רר א""ר","משה ב""רר א""ר","משה ב""רר א""ר",,,,,,,,
person1613,משה בורג,משה בורג,משה בורג,,,,,,,,
person1614,משה ביג,משה ביג,משה ביג,,,,,,,,
person1615,משה בישיטץ,משה בישיטץ,משה בישיטץ,,,,,,,,
person1616,משה בישיטץ,משה בישיטץ,משה בישיטץ,,,,,,,,
person1617,משה בן מהו' יודא ליב,"משה בן מהו' יודא ליב (דרוקר [מזאלקווא, ולע""ע פה ק""ק ברלין])",משה בן מהו' יודא ליב,,,,,,,,
person1618,משה בן שמואל כץ ריטשוואל,משה בן שמואל כץ ריטשוואל,משה בן שמואל כץ ריטשוואל,,,,,,,,
person1619,"משה בר""א צבי","משה בר""א צבי","משה בר""א צבי",,,,,,,,
person1620,"משה בר""ד פ""ל","משה בר""ד פ""ל","משה בר""ד פ""ל",,,,,,,,
person1621,"משה בר""ד פ""ל","משה בר""ד פ""ל","משה בר""ד פ""ל",,,,,,,,
person1622,"משה בר""ד פ""ל","משה בר""ד פ""ל","משה בר""ד פ""ל",,,,,,,,
person1623,"משה בר""ד פ""ל משה בר""ד פ""ל",,,,,,,,,Translator,
person1624,"משה בר""ט שמש בא""ד","משה בר""ט שמש בא""ד","משה בר""ט שמש בא""ד",,,,,,,,
person1625,"משה בר""י אולמן","אולמן (אולמא), משה בר""י","משה בר""י אולמן",,,,,,,,
person1626,"משה בר""ל קאסל מק""ב","משה בר""ל קאסל מק""ב","משה בר""ל קאסל מק""ב",,,,,,,,
person1627,"משה בר""מ ה""ב","משה בר""מ ה""ב","משה בר""מ ה""ב",,,,,,,,
person1628,"משה בר""ן","משה בר""ן","משה בר""ן",,,,,,,,97209167
person1629,משה גונצנהויזן,משה גונצנהויזן,משה גונצנהויזן,,,,,,,,
person1630,"משה גוסדארף, פ""ומ","משה גוסדארף, פ""ומ","משה גוסדארף, פ""ומ",,,,,,,,
person1631,"משה ה""ש","משה ה""ש","משה ה""ש",,,,,,,,
person1632,משה הירש קעניגסהאף,משה הירש קעניגסהאף,משה הירש קעניגסהאף,,,,,,,,
person1633,משה העלפט,משה העלפט,משה העלפט,,,,,,,,
person1634,משה וויזיל,משה וויזיל,משה וויזיל,,,,,,,,
person1635,משה זלאטווי,משה זלאטווי,משה זלאטווי,,,,,,,,97272849
person1636,משה זלאטווי,משה זלאטווי,משה זלאטווי,,,,,,,,97272849
person1637,"משה חלפן סג""ל","משה חלפן סג""ל","משה חלפן סג""ל",,,,,,,,
person1638,משה טובי',משה טובי',משה טובי',,,,,,,,63235057
person1639,משה לאפיטינער,משה לאפיטינער,משה לאפיטינער,,,,,,,,
person1640,משה ליב,משה ליב,משה ליב,,,,,,,,310742160
person1641,משה ליב פוקס,משה ליב פוקס,משה ליב פוקס,,,,,,,,233939290
person1642,משה ליב צורף (בחורי חמד),משה ליב צורף (בחורי חמד),,,,,,,,,
person1643,משה ליסא,משה ליסא,משה ליסא,,,,,,,,
person1644,משה ליראחאווער,משה ליראחאווער,משה ליראחאווער,,,,,,,,
person1645,משה מאיר פישלש,משה מאיר פישלש,,,,,,,,,
person1646,משה מארקברייטר,משה מארקברייטר,משה מארקברייטר,,,,,,,,
person1647,"משה מדעסויא (מנדלסון, משה)","משה מדעסויא (מנדלסון, משה)",,,,,,,,,
person1648,משה מייער,משה מייער,משה מייער,,,,,,,,297700915
person1649,משה מינץ מבראד,"משה מינץ מבראד (אב""ד ור""מ דק""ק אובין)",משה מינץ מבראד,,,,,,,,
person1650,משה מינץ מבראד,"משה מינץ מבראד (אב""ד אובן)",משה מינץ מבראד,,,,,,,,
person1651,"משה נ""וו","משה נ""וו","משה נ""וו",,,,,,,,
person1652,"משה ע""ש נחמן קארנפעלד","משה ע""ש נחמן קארנפעלד","משה ע""ש נחמן קארנפעלד",,,,,,,,
person1653,משה פאלאק,משה פאלאק,משה פאלאק,,,,,,,,161014796
person1654,משה פליישער,משה פליישער,משה פליישער,,,,,,,,
person1655,משה פנחס זאהן,משה פנחס זאהן,משה פנחס זאהן,,,,,,,,
person1656,"משה צבי ב""ר מנחם מוויהל",,,,,,,,,Translator,
person1657,משה קינשבורג,משה קינשבורג,משה קינשבורג,,,,,,,,
person1658,משה רוקה נחמי' לאקס,משה רוקה נחמי' לאקס,משה רוקה נחמי' לאקס,,,,,,,,
person1659,"משולם הלוי נ""ש","משולם הלוי נ""ש",,,,,,,,,
person1660,משלם זלמן הכהן,"משלם זלמן הכהן (אב""ד ור""מ פה ק""ק פיורדא ואגפי')",משלם זלמן הכהן,,,,,,,,308260715
person1661,משפחת איציג,משפחת איציג,,,,,,,,,
person1662,נאטהאן טורנויער,נאטהאן טורנויער,נאטהאן טורנויער,,,,,,,,
person1663,נאטהאן מאייער,נאטהאן מאייער,נאטהאן מאייער,,,,,,,,
person1664,"נבחוביץ, יהודה ליב",,,,,,,,,,308280223
person1665,"נויאן, אברהם","נויאן, אברהם (פו""ם)","נויאן, אברהם",,,,,,,,
person1666,נח חיים צבי בן אברהם מאיר ברלין,נח חיים צבי בן אברהם מאיר ברלין,נח חיים צבי בן אברהם מאיר ברלין,,,,,,,,13420776
person1667,נחמי' גלויגא,נחמי' גלויגא,נחמי' גלויגא,,,,,,,,
person1668,"נחמן בק""ק פלאצק","נחמן בק""ק פלאצק","נחמן בק""ק פלאצק",,,,,,,,
person1669,נחמן פיניליס,נחמן פיניליס,נחמן פיניליס,,,,,,,,
person1670,נחמן קראחמאלניק,נחמן קראחמאלניק,נחמן קראחמאלניק,,,,,,,,
person1671,"נטע אויברנדארף, גב""צר","נטע אויברנדארף, גב""צר","נטע אויברנדארף, גב""צר",,,,,,,,
person1672,נטע לאבעטהאל,נטע לאבעטהאל,נטע לאבעטהאל,,,,,,,,
person1673,"נטע מעזריטש בק""ב","נטע מעזריטש בק""ב","נטע מעזריטש בק""ב",,,,,,,,
person1674,"נך, כ""ד","נך, כ""ד","נך, כ""ד",,,,,,,,
person1675,"ננסיך, אברהם בן שלמה",,,,,,,,,,297643410
person1676,"נעבל, אייזק","נעבל, אייזק","נעבל, אייזק",,,,,,,,
person1677,"נפתלי בהרב מו' לוי זצ""ל","נפתלי בהרב מו' לוי זצ""ל","נפתלי בהרב מו' לוי זצ""ל",,,,,,,,
person1678,נפתלי במהורר חיים סגל,נפתלי במהורר חיים סגל,נפתלי במהורר חיים סגל,,,,,,,,
person1679,נפתלי הירץ אשכנזי,"נפתלי הירץ אשכנזי (אב""ד)",נפתלי הירץ אשכנזי,,,,,,,,308274019
person1680,נפתלי הירץ בן בנימן זאב,"נפתלי הירץ בן בנימן זאב (דיין ומ""צ)",נפתלי הירץ בן בנימן זאב,,,,,,,,
person1681,"נפתלי הירץ בן יהודה ליב, מהלברשטט",,,,,,,,,,
person1682,נפתלי הירץ לבין קצעלינבוגין,נפתלי הירץ לבין קצעלינבוגין,נפתלי הירץ לבין קצעלינבוגין,,,,,,,,
person1683,נפתלי הירץ מורא כהן,נפתלי הירץ מורא כהן,,,,,,,,,
person1684,נפתלי הירץ מעדלסהיים,נפתלי הירץ מעדלסהיים,נפתלי הירץ מעדלסהיים,,,,,,,,
person1685,"נפתלי הירש ב""ר משה לבית קצנאלנבוגן","נפתלי הירש ב""ר משה לבית קצנאלנבוגן (רב)","נפתלי הירש ב""ר משה לבית קצנאלנבוגן",,,,,,,,
person1686,נפתלי לבית לוי,נפתלי לבית לוי,נפתלי לבית לוי,,,,,,,,
person1687,נתן ארענשטיין,נתן ארענשטיין,נתן ארענשטיין,,,,,,,,
person1688,נתן בהגאו' מו' צבי,"נתן בהגאו' מו' צבי (בע""מ חכם צבי)",נתן בהגאו' מו' צבי,,,,,,,,
person1689,"נתן בהגאון מהר""צ בע""מ","נתן בהגאון מהר""צ בע""מ","נתן בהגאון מהר""צ בע""מ",,,,,,,,
person1690,"נתן בר""ל מהלברשטט","נתן בר""ל מהלברשטט (מנהיג)","נתן בר""ל מהלברשטט",,,,,,,,
person1691,נתן האמבערג,נתן האמבערג,נתן האמבערג,,,,,,,,
person1692,נתן ווערטהיים,נתן ווערטהיים,נתן ווערטהיים,,,,,,,,
person1693,"נתן כ""ץ","נתן כ""ץ","נתן כ""ץ",,,,,,,,299173510
person1694,נתן נטע,נתן נטע (השר היועץ הנגיד המפורסם דובר טוב לעמו),נתן נטע,,,,,,,,313247005
person1695,נתן פאצדם,נתן פאצדם,נתן פאצדם,,,,,,,,
person1696,נתנאל אשכנזי ווייל מפראג,נתנאל אשכנזי ווייל מפראג (רב),נתנאל אשכנזי ווייל מפראג,,,,,,,,
person1697,"נתנאל בר""מ","נתנאל בר""מ","נתנאל בר""מ",,,,,,,,
person1698,"סאטור, ליפמן","סאטור (פו""מ), ליפמן","סאטור, ליפמן",,,,,,,,
person1699,סאלאמאן ווארמסער,סאלאמאן ווארמסער,סאלאמאן ווארמסער,,,,,,,,
person1700,סאלאמאן פרייזאך,סאלאמאן פרייזאך,סאלאמאן פרייזאך,,,,,,,,
person1701,סאלאמאן פרעשעל,"סאלאמאן פרעשעל (מעד' דאק' ק""ק פענזיאנירטער קרייזארצט)",סאלאמאן פרעשעל,,,,,,,,
person1702,"סאלאמאן, עדלער פאן הערץ (Edler von)","סאלאמאן, עדלער פאן הערץ","סאלאמאן, עדלער פאן הערץ (Edler von)",,,,,,,,
person1703,סאלם מיללער,סאלם מיללער,סאלם מיללער,,,,,,,,
person1704,סאמועל אפפענהיים,סאמועל אפפענהיים,סאמועל אפפענהיים,,,,,,,,
person1705,סאמועל גאטטליעב,סאמועל גאטטליעב,סאמועל גאטטליעב,,,,,,,,
person1706,סאמועל דעטמטלד,סאמועל דעטמטלד,סאמועל דעטמטלד,,,,,,,,
person1707,סאמועל טוגענדהאפט,סאמועל טוגענדהאפט,סאמועל טוגענדהאפט,,,,,,,,
person1708,סאמועל טויבעס,סאמועל טויבעס,סאמועל טויבעס,,,,,,,,
person1709,סאמועל קערן,סאמועל קערן,סאמועל קערן,,,,,,,,
person1710,סיכאראפסקיע,סיכאראפסקיע,סיכאראפסקיע,,,,,,,,
person1711,סימאן בעק,סימאן בעק,סימאן בעק,,,,,,,,
person1712,סימאן לעמל,סימאן לעמל,סימאן לעמל,,,,,,,,
person1713,סימאן פאפפער,סימאן פאפפער (ג' אבערלעהרער אן דער הויפטנורמאלשולע),סימאן פאפפער,,,,,,,,
person1714,"סמטור, דוד","סמטור, דוד","סמטור, דוד",,,,,,,,
person1715,"סמטור, דוד","סמטור, דוד","סמטור, דוד",,,,,,,,
person1716,"סמטור, דוד","סמטור, דוד","סמטור, דוד",,,,,,,,
person1717,"סמטור, דוד","סמטור, דוד","סמטור, דוד",,,,,,,,
person1718,"סמטור, ליפמן","סמטור, ליפמן","סמטור, ליפמן",,,,,,,,
person1719,"סמטור, שמואל","סמטור, שמואל","סמטור, שמואל",,,,,,,,
person1720,סעבאסטיאן זעעפעלד,סעבאסטיאן זעעפעלד,סעבאסטיאן זעעפעלד,,,,,,,,
person1721,סענדער ריטטנער,סענדער ריטטנער,סענדער ריטטנער,,,,,,,,
person1722,סענדר אקסענפעלד,סענדר אקסענפעלד,סענדר אקסענפעלד,,,,,,,,
person1723,סענדר דירקהיים,סענדר דירקהיים,סענדר דירקהיים,,,,,,,,
person1724,סענדר מאיר סענדר פריעדבערג,סענדר מאיר סענדר פריעדבערג,סענדר מאיר סענדר פריעדבערג,,,,,,,,
person1725,"סענדר סג""ל","סענדר סג""ל","סענדר סג""ל",,,,,,,,
person1726,"עזריאל בר""י","עזריאל בר""י","עזריאל בר""י",,,,,,,,
person1727,"עזריאל ווירמש בפפ""ד","עזריאל ווירמש בפפ""ד","עזריאל ווירמש בפפ""ד",,,,,,,,
person1728,"עזריאל ווירמש בפפ""ד","עזריאל ווירמש בפפ""ד","עזריאל ווירמש בפפ""ד",,,,,,,,
person1729,"עליאס הערשפעלד (Dr. med., ארצט דעס איזר' קראנקענשפיטאלס)",עליאס הערשפעלד,"עליאס הערשפעלד (Dr. med., ארצט דעס איזר' קראנקענשפיטאלס)",,,,,,,,
person1730,עלקאן היימאן,עלקאן היימאן,עלקאן היימאן,,,,,,,,
person1731,עלקאן הערצבערג,עלקאן הערצבערג (געמיינדע פארשטעהער),עלקאן הערצבערג,,,,,,,,
person1732,"עלקיש, יצחק","עלקיש, יצחק","עלקיש, יצחק",,,,,,,,
person1733,"עלקיש, יצחק","עלקיש, יצחק","עלקיש, יצחק",,,,,,,,
person1734,עמאנועל ווערטהיים,עמאנועל ווערטהיים,עמאנועל ווערטהיים,,,,,,,,
person1735,עמאנועל לעוו באכראך,עמאנועל לעוו באכראך,עמאנועל לעוו באכראך,,,,,,,,
person1736,עמאנועללע עפפינגער,עמאנועללע עפפינגער,עמאנועללע עפפינגער,,,,,,,,
person1737,ענגעל,ענגעל,ענגעל,,,,,,,,308277143
person1738,"ענדל בר""י שטערן","ענדל בר""י שטערן",,,,,,,,,
person1739,עפראים וו' בערלינער,עפראים וו' בערלינער,עפראים וו' בערלינער,,,,,,,,
person1740,עקב פאפירנא,עקב פאפירנא,,,,,,,,,
person1741,עקיבא איגי',עקיבא איגי',עקיבא איגי',,,,,,,,
person1742,פאלק שייער אליעזאהן,פאלק שייער אליעזאהן,פאלק שייער אליעזאהן,,,,,,,,
person1743,"פאן, זלמן","פאן (מנהיג), זלמן","פאן, זלמן",,,,,,,,
person1744,"פאן, זלמן","פאן, זלמן (מנהיג)","פאן, זלמן",,,,,,,,
person1745,"פאן, זלמן","פאן, זלמן","פאן, זלמן",,,,,,,,
person1746,פאפפער,פאפפער,פאפפער,,,,,,,,
person1747,פולפערמאכער (Dr.),פולפערמאכער,פולפערמאכער (Dr.),,,,,,,,
person1748,"פולק, אהרן",,,,,,,,,Author,308280873
person1749,"פולק, אהרן","פולק, אהרן","פולק, אהרן",,,,,,,,308280873
person1750,"פולק, מאיר בן גבריאל",,,,,,,,,Author,308280810
person1751,פועלי בית הדפוס חנוך נערים,,,,,,,,,Author,
person1752,פועלי בית הדפוס חנוך נערים,פועלי בית הדפוס חנוך נערים,פועלי בית הדפוס חנוך נערים,,,,,,,,
person1753,פורת יוסף,פורת יוסף,,,,,,,,,311931969
person1754,"פיאצה, משה אהרן רחמים",,,,,,,,,,97436179
person1755,"פייבל ש""ל","פייבל ש""ל","פייבל ש""ל",,,,,,,,
person1756,"פייבל ש""ל","פייבל ש""ל","פייבל ש""ל",,,,,,,,
person1757,"פייבש בר""מ כ""ץ בפפד""א","פייבש בר""מ כ""ץ בפפד""א","פייבש בר""מ כ""ץ בפפד""א",,,,,,,,
person1758,פייבש וויצנהויזן,פייבש וויצנהויזן,פייבש וויצנהויזן,,,,,,,,
person1759,פייבש וויצנהויזן,פייבש וויצנהויזן,פייבש וויצנהויזן,,,,,,,,
person1760,פייבש וויצנהויזן,פייבש וויצנהויזן,פייבש וויצנהויזן,,,,,,,,
person1761,פייט ליכטענבערג,פייט ליכטענבערג,פייט ליכטענבערג,,,,,,,,
person1762,פייט פריעדלענדער,פייט פריעדלענדער,פייט פריעדלענדער,,,,,,,,
person1763,פייטל בעהם,פייטל בעהם,פייטל בעהם,,,,,,,,
person1764,פייס לוי,פייס לוי,פייס לוי,,,,,,,,
person1765,פייסט הילסבאך,פייסט הילסבאך,פייסט הילסבאך,,,,,,,,
person1766,"פייפר כ""ץ","פייפר כ""ץ (ק' האפפאקטאר)","פייפר כ""ץ",,,,,,,,
person1767,"פילטא בהר""ר יוזל","פילטא בהר""ר יוזל","פילטא בהר""ר יוזל",,,,,,,,
person1768,פיליפסזאהן,פיליפסזאהן (קומיסיאנערס ראהט),פיליפסזאהן,,,,,,,,
person1769,פילליפ עללבאגען,פילליפ עללבאגען,פילליפ עללבאגען,,,,,,,,
person1770,פינקוס אראן אייזענשיטץ,פינקוס אראן אייזענשיטץ,פינקוס אראן אייזענשיטץ,,,,,,,,
person1771,פישער,פישער,פישער,,,,,,,,311119330
person1772,פלק כהן (עמנואל שושן עמק),"פלק כהן (עמנואל שושן עמק[דיין הק""ק רויסטיץ])",פלק כהן (עמנואל שושן עמק),,,,,,,,
person1773,פנחס זעליג בן אהרן,,,,,,,,,Mevi La'Dfus (Producer),
person1774,פנחס קעלין,פנחס קעלין,,,,,,,,,
person1775,פנחס שטראלזונד,פנחס שטראלזונד,פנחס שטראלזונד,,,,,,,,
person1776,פנחס שניצלער,פנחס שניצלער,פנחס שניצלער,,,,,,,,
person1777,פעטער הייניטץ,פעטער הייניטץ,פעטער הייניטץ,,,,,,,,
person1778,פפונגסט,פפונגסט,פפונגסט,,,,,,,,
person1779,"פראנק, וואלף","פראנק, וואלף","פראנק, וואלף",,,,,,,,31090934
person1780,"פרידלנדר, בערמן","פרידלנדר, בערמן","פרידלנדר, בערמן",,,,,,,,
person1781,"פרידלנדר, בר""ד בונם",,,,,,,,,Translator,
person1782,פרידלענדר,פרידלענדר,פרידלענדר,,,,,,,,308276966
person1783,"פרידלענדר, אברהם","פרידלענדר, אברהם","פרידלענדר, אברהם",,,,,,,,299187497
person1784,"פרידלענדר, בונם בר""ד בונם בר""ד פ""ל",,,,,,,,,Translator,
person1785,פרידריך וילהלם,פרידריך וילהלם,פרידריך וילהלם,,,,,,,,310739787
person1786,"פריידל, יוסף","פריידל, יוסף","פריידל, יוסף",,,,,,,,
person1787,פריידלש,פריידלש,פריידלש,,,,,,,,
person1788,"פרנקל, חיים","פרנקל, חיים","פרנקל, חיים",,,,,,,,
person1789,"פרענקל (פו""מ), ליב","פרענקל (פו""מ), ליב",,,,,,,,,
person1790,"פרענקל, אברהם בר""ל","פרענקל, אברהם בר""ל","פרענקל, אברהם בר""ל",,,,,,,,
person1791,"פרענקל, אהרן","פרענקל (פו""מ), אהרן","פרענקל, אהרן",,,,,,,,308274416
person1792,"פרענקל, אליהו","פרענקל, אליהו (מורנו)","פרענקל, אליהו",,,,,,,,297094723
person1793,"פרענקל, גבריאל","פרענקל (פרנס פרימוס), גבריאל","פרענקל, גבריאל",,,,,,,,
person1794,"פרענקל, הירש בר""מ","פרענקל, הירש בר""מ","פרענקל, הירש בר""מ",,,,,,,,
person1795,"פרענקל, ליב","פרענקל (פו""מ), ליב","פרענקל, ליב",,,,,,,,299302958
person1796,"פרענקל, ליב","פרענקל (פו""מ), ליב","פרענקל, ליב",,,,,,,,299302958
person1797,צאדיק שלעזינגער,צאדיק שלעזינגער,צאדיק שלעזינגער,,,,,,,,
person1798,צאראך ווערטהיים (Dr. med.),צאראך ווערטהיים,צאראך ווערטהיים (Dr. med.),,,,,,,,
person1799,צבי הירש,צבי הירש,צבי הירש,,,,,,,,313335567
person1800,צבי הירש,צבי הירש,צבי הירש,,,,,,,,313335567
person1801,צבי הירש,"צבי הירש (אב""ד דק""ק אה""ו)",צבי הירש,,,,,,,,313335567
person1802,צבי הירש,"צבי הירש (רב, אב""ד)",צבי הירש,,,,,,,,313335567
person1803,צבי הירש,"צבי הירש (חו""בק מאהלוב)",צבי הירש,,,,,,,,313335567
person1804,צבי הירש,צבי הירש,צבי הירש,,,,,,,,313335567
person1805,צבי הירש,צבי הירש,,,,,,,,,313335567
person1806,צבי הירש,צבי הירש,,,,,,,,,313335567
person1807,צבי הירש,"צבי הירש (רב, אב""ד)",צבי הירש,,,,,,,,313335567
person1808,צבי הירש,צבי הירש,צבי הירש,,,,,,,,313335567
person1809,צבי הירש,צבי הירש,צבי הירש,,,,,,,,313335567
person1810,צבי הירש,צבי הירש,צבי הירש,,,,,,,,313335567
person1811,צבי הירש,"הירש (רב, אב""ד), צבי",צבי הירש,,,,,,,,313335567
person1812,צבי הירש,"הירש (רב, אב""ד), צבי",צבי הירש,,,,,,,,313335567
person1813,צבי הירש,צבי הירש,צבי הירש,,,,,,,,313335567
person1814,צבי הירש,"צבי הירש (רב, אב""ד)",צבי הירש,,,,,,,,313335567
person1815,צבי הירש,צבי הירש,צבי הירש,,,,,,,,313335567
person1816,צבי הירש אויערבך מבראנדיש,"צבי הירש אויערבך מבראנדיש (אב""ד)",צבי הירש אויערבך מבראנדיש,,,,,,,,
person1817,"צבי הירש בלא""א הרב מהר""ם","צבי הירש בלא""א הרב מהר""ם","צבי הירש בלא""א הרב מהר""ם",,,,,,,,
person1818,צבי הירש בן מאיר,צבי הירש בן מאיר,צבי הירש בן מאיר,,,,,,,,311119337
person1819,צבי הירש בן מנחם נחום,,,,,,,,,Author,310852878
person1820,"צבי הירש בן משולם זלמן סג""ל הורוויץ","צבי הירש בן משולם זלמן סג""ל הורוויץ","צבי הירש בן משולם זלמן סג""ל הורוויץ",,,,,,,,
person1821,"צבי הירש בן שמעון כ""ץ","צבי הירש בן שמעון כ""ץ","צבי הירש בן שמעון כ""ץ",,,,,,,,308273869
person1822,צבי הירש ליבשיץ,צבי הירש ליבשיץ,צבי הירש ליבשיץ,,,,,,,,
person1823,צבי הירש ליבשיץ,צבי הירש ליבשיץ (סופר ונאמן),צבי הירש ליבשיץ,,,,,,,,
person1824,צבי הירש לנצבורג,צבי הירש לנצבורג,,,,,,,,,
person1825,צבי הירש מייזיל,"צבי הירש מייזיל (אב""ד חו""בק זאלקוי)",צבי הירש מייזיל,,,,,,,,
