Uniqe ID,Title,Mentioned in book,Mentionee,Description of mentionee,Location city of mentionee
mentionee1406,"הייצפעלד, זנוויל",ספר יסוד עולם,"הייצפעלד, זנוויל",Subscriber,
mentionee1407,הירץ בער,ספר יסוד עולם,הירץ בער,Subscriber,Frankfurt/Oder
mentionee1408,"הירש בר""נ",ספר יסוד עולם,"הירש בר""נ",Subscriber,
mentionee1409,"הלברשטט, וואלף",ספר יסוד עולם,"הלברשטט, וואלף",Subscriber,
mentionee1410,"העלפט, משה",ספר יסוד עולם,"העלפט, משה",Subscriber,
mentionee1411,וואלף מזלאטאווי',ספר יסוד עולם,וואלף מזלאטאווי',Subscriber,
mentionee1412,"ווייזל, אהרון",ספר יסוד עולם,"ווייזל, אהרון",Subscriber,
mentionee1413,"זילץ, חיים",ספר יסוד עולם,"זילץ, חיים",Subscriber,
mentionee1414,"זכרי' ב""ר פייטל",ספר יסוד עולם,"זכרי' ב""ר פייטל",Subscriber,
mentionee1415,חיים,ספר יסוד עולם,חיים,Subscriber,Jaroslaw
mentionee1416,"חיים ב""ר אפרים בר""מ",ספר יסוד עולם,"חיים ב""ר אפרים בר""מ",Subscriber,
mentionee1417,"חלפן, שלמה",ספר יסוד עולם,"חלפן, שלמה",Subscriber,
mentionee1418,טובי',ספר יסוד עולם,טובי',Subscriber,ולאטאווי
mentionee1419,"טעבלי ב""ר קאפיל ריס",ספר יסוד עולם,"טעבלי ב""ר קאפיל ריס",Subscriber,Berlin
mentionee1420,יואל האללי,ספר יסוד עולם,יואל האללי,Subscriber,Berlin
mentionee1421,יודא ברא מהמבורג,ספר יסוד עולם,יודא ברא מהמבורג,Subscriber,Lissa
mentionee1422,"יוסף במהור""א",ספר יסוד עולם,"יוסף במהור""א",Subscriber,Brody
mentionee1423,יוסף בן אברהם,ספר יסוד עולם,יוסף בן אברהם,Subscriber,Lissa
mentionee1424,יוסף משפוליס,ספר יסוד עולם,יוסף משפוליס,Subscriber,
mentionee1425,"יורש, אהרון",ספר יסוד עולם,"יורש, אהרון",Subscriber,
mentionee1426,"Moses, Jacob",ספר יסוד עולם,"Moses, Jacob",Subscriber,Berlin
mentionee1427,"יפה, בונם בן פו""מ דניאל",ספר יסוד עולם,"יפה, בונם בן פו""מ דניאל",Subscriber,Berlin
mentionee1428,"Itzig (Oberlandesältester), Daniel (Jaffe)",ספר יסוד עולם,"Itzig (Oberlandesältester), Daniel (Jaffe)",Subscriber,Berlin
mentionee1429,"יפה, משה בן פו""מ דניאל",ספר יסוד עולם,"יפה, משה בן פו""מ דניאל",Subscriber,Berlin
mentionee1430,"יצחק בר""א",ספר יסוד עולם,"יצחק בר""א",Subscriber,Lissa
mentionee1431,"ירמי' בר""י",ספר יסוד עולם,"ירמי' בר""י",Subscriber,
mentionee1432,"יששכר מפ""ד",ספר יסוד עולם,"יששכר מפ""ד",Subscriber,
mentionee1433,"כהן, הירש",ספר יסוד עולם,"כהן, הירש",Subscriber,
mentionee1434,"כהן, זלמן",ספר יסוד עולם,"כהן, זלמן",Subscriber,
mentionee1435,"כהן, ליב",ספר יסוד עולם,"כהן, ליב",Subscriber,
mentionee1436,כץ,ספר יסוד עולם,כץ,Subscriber,Frankfurt/Oder
mentionee1437,"כץ, הירץ",ספר יסוד עולם,"כץ, הירץ",Subscriber,Frankfurt/Oder
mentionee1438,"כץ, ליב",ספר יסוד עולם,"כץ, ליב",Subscriber,
mentionee1439,"לוי, יהודה",ספר יסוד עולם,"לוי, יהודה",Subscriber,
mentionee1440,לעקש,ספר יסוד עולם,לעקש,Subscriber,
mentionee1441,מאיר פירדא,ספר יסוד עולם,מאיר פירדא,Subscriber,Dessau
mentionee1442,"Mendelssohn, Moses",ספר יסוד עולם,"Mendelssohn, Moses",Subscriber,Berlin
mentionee1443,"מעזריטש, יואל",ספר יסוד עולם,"מעזריטש, יואל",Subscriber,
mentionee1444,"מענץ, אברהם יוסף",ספר יסוד עולם,"מענץ, אברהם יוסף",Subscriber,Frankfurt am Main
mentionee1445,"מרדכי ב""מ שלום",ספר יסוד עולם,"מרדכי ב""מ שלום",Subscriber,Slonim
mentionee1446,"נויאן, אברהם",ספר יסוד עולם,"נויאן, אברהם",Subscriber,
mentionee1447,"נעבל, אייזק",ספר יסוד עולם,"נעבל, אייזק",Subscriber,
mentionee1448,"נתן בר""ל מהלברשטט",ספר יסוד עולם,"נתן בר""ל מהלברשטט",Subscriber,
mentionee1449,"עלקיש, יצחק",ספר יסוד עולם,"עלקיש, יצחק",Subscriber,Berlin
mentionee1450,"פאן, זלמן",ספר יסוד עולם,"פאן, זלמן",Subscriber,Berlin
mentionee1451,"Friedländer, Abraham",ספר יסוד עולם,"Friedländer, Abraham",Subscriber,Königsberg
mentionee1452,"פרידלנדר, בערמן",ספר יסוד עולם,"פרידלנדר, בערמן",Subscriber,Königsberg
mentionee1453,"Friedländer, Meier",ספר יסוד עולם,"Friedländer, Meier",Subscriber,Königsberg
mentionee1454,"Friedländer, David",ספר יסוד עולם,"Friedländer, David",Subscriber,Berlin
mentionee1455,"Friedländer, Wolf",ספר יסוד עולם,"Friedländer, Wolf",Subscriber,Königsberg
mentionee1456,"פרנקל, חיים",ספר יסוד עולם,"פרנקל, חיים",Subscriber,
mentionee1457,"פרענקל, אברהם בר""ל",ספר יסוד עולם,"פרענקל, אברהם בר""ל",Subscriber,
mentionee1458,"פרענקל, אליהו",ספר יסוד עולם,"פרענקל, אליהו",Subscriber,
mentionee1459,"קלייף, בענדיט",ספר יסוד עולם,"קלייף, בענדיט",Subscriber,
mentionee1460,"קעסלין, מאיר",ספר יסוד עולם,"קעסלין, מאיר",Subscriber,Berlin
mentionee1461,"ריז, אברהם בר""מ",ספר יסוד עולם,"ריז, אברהם בר""מ",Subscriber,
mentionee1462,"ריז, וואלף בר""מ",ספר יסוד עולם,"ריז, וואלף בר""מ",Subscriber,
mentionee1463,"ריז, משה בן איצק",ספר יסוד עולם,"ריז, משה בן איצק",Subscriber,
mentionee1464,"Meyer, Salomon Abraham",ספר יסוד עולם,"Meyer, Salomon Abraham",Subscriber,Berlin
mentionee1465,"רינטל, משה",ספר יסוד עולם,"רינטל, משה",Subscriber,Berlin
mentionee1466,"שטודס, ליפמן",ספר יסוד עולם,"שטודס, ליפמן",Subscriber,
mentionee1467,"שטרעליץ, קאפל בן פו""מ אברהם",ספר יסוד עולם,"שטרעליץ, קאפל בן פו""מ אברהם",Subscriber,Berlin
mentionee1468,שלום,ספר יסוד עולם,שלום,Subscriber,Tismenitsa
mentionee1469,"שלוס, מיכאל",ספר יסוד עולם,"שלוס, מיכאל",Subscriber,
mentionee1470,שלמה מבראד,ספר יסוד עולם,שלמה מבראד,Subscriber,טורהאוויץ
mentionee1471,שמואל בן הרב הגאון בענדיט,ספר יסוד עולם,שמואל בן הרב הגאון בענדיט,Subscriber,
mentionee1472,שמואל בן הרב ט' יצחק,ספר יסוד עולם,שמואל בן הרב ט' יצחק,Subscriber,Wasiliszki
mentionee1473,שמשון,ספר יסוד עולם,שמשון,Subscriber,Brody
mentionee1474,צבי הירש,ספר כליל החשבון,צבי הירש,Approbation,
mentionee1475,בנימין האלברשטאט,ספר כליל החשבון,בנימין האלברשטאט,Thanks,
mentionee1476,לביאה האלברשטאט,ספר כליל החשבון,לביאה האלברשטאט,Thanks,
mentionee1477,"אברהם בר""ה ר""נ",ספר כליל החשבון,"אברהם בר""ה ר""נ",Subscriber,
mentionee1478,"אברהם בר""נ",ספר כליל החשבון,"אברהם בר""נ",Subscriber,
mentionee1479,"אופנהיים, מענדל",ספר כליל החשבון,"אופנהיים, מענדל",Subscriber,
mentionee1480,"אייזק בר""נ",ספר כליל החשבון,"אייזק בר""נ",Subscriber,
mentionee1481,"אייזק ה""ש",ספר כליל החשבון,"אייזק ה""ש",Subscriber,
mentionee1482,אייזק פאצדאם,ספר כליל החשבון,אייזק פאצדאם,Subscriber,
mentionee1483,"Euchel, Isaac Abraham",ספר כליל החשבון,"Euchel, Isaac Abraham",Subscriber,Berlin
mentionee1484,"איסר ה""ב",ספר כליל החשבון,"איסר ה""ב",Subscriber,
mentionee1485,איצק ניימעדל,ספר כליל החשבון,איצק ניימעדל,Subscriber,
mentionee1486,איצק עלקש,ספר כליל החשבון,איצק עלקש,Subscriber,
mentionee1487,"Bloch, Marcus Elieser",ספר כליל החשבון,"Bloch, Marcus Elieser",Subscriber,Berlin
mentionee1488,"בער, יודא בר""ה",ספר כליל החשבון,"בער, יודא בר""ה",Subscriber,
mentionee1489,ברוך קעסלין,ספר כליל החשבון,ברוך קעסלין,Subscriber,Berlin
mentionee1490,גומפל פאצדאם,ספר כליל החשבון,גומפל פאצדאם,Subscriber,
mentionee1491,"געבר, אייזק",ספר כליל החשבון,"געבר, אייזק",Subscriber,
mentionee1492,"הירש בר""ק שטרעליץ",ספר כליל החשבון,"הירש בר""ק שטרעליץ",Subscriber,
mentionee1493,"הירש ברוו""הש",ספר כליל החשבון,"הירש ברוו""הש",Subscriber,
mentionee1494,הירש בר''נ,ספר כליל החשבון,הירש בר''נ,Subscriber,Berlin
mentionee1495,הירש הערפורט,ספר כליל החשבון,הירש הערפורט,Subscriber,Berlin
mentionee1496,הירש שטראלזונד,ספר כליל החשבון,הירש שטראלזונד,Subscriber,Berlin
mentionee1497,וואלף האללי,ספר כליל החשבון,וואלף האללי,Subscriber,Berlin
mentionee1498,וואלף צבי,ספר כליל החשבון,וואלף צבי,Subscriber,Berlin
mentionee1499,"ווייל, מאיר שמעון",ספר כליל החשבון,"ווייל, מאיר שמעון",Subscriber,Berlin
mentionee1500,"זאקס, ישראל",ספר כליל החשבון,"זאקס, ישראל",Subscriber,
mentionee1501,"זאקס, שלמה",ספר כליל החשבון,"זאקס, שלמה",Subscriber,
mentionee1502,זלמן הצפעלד,ספר כליל החשבון,זלמן הצפעלד,Subscriber,
mentionee1503,"זנוויל בר""א פ""פ",ספר כליל החשבון,"זנוויל בר""א פ""פ",Subscriber,Berlin
mentionee1504,זנוויל בר''נ,ספר כליל החשבון,זנוויל בר''נ,Subscriber,Berlin
mentionee1505,"טעבלי ב""ר קאפיל ריס",ספר כליל החשבון,"טעבלי ב""ר קאפיל ריס",Subscriber,Berlin
mentionee1506,יואל האללי,ספר כליל החשבון,יואל האללי,Subscriber,Berlin
mentionee1507,יואל יפה,ספר כליל החשבון,יואל יפה,Subscriber,
mentionee1508,יוזל שווא,ספר כליל החשבון,יוזל שווא,Subscriber,
mentionee1509,יוזפא מינדן,ספר כליל החשבון,יוזפא מינדן,Subscriber,Berlin
mentionee1510,יוסף בר''ש בר''א,ספר כליל החשבון,יוסף בר''ש בר''א,Subscriber,Berlin
mentionee1511,יוסף צבי,ספר כליל החשבון,יוסף צבי,Subscriber,Berlin
mentionee1512,"יעקב ברא""פ",ספר כליל החשבון,"יעקב ברא""פ",Subscriber,
mentionee1513,יעקב צבי,ספר כליל החשבון,יעקב צבי,Subscriber,
mentionee1514,Elia b. Daniel (Jaffe),ספר כליל החשבון,Elia b. Daniel (Jaffe),Subscriber,Berlin
mentionee1515,"Itzig, Daniel (Jaffe)",ספר כליל החשבון,"Itzig, Daniel (Jaffe)",Subscriber,Berlin
mentionee1516,"כהן ק""ב, הירש",ספר כליל החשבון,"כהן ק""ב, הירש",Subscriber,
mentionee1517,"ליב בר""נ",ספר כליל החשבון,"ליב בר""נ",Subscriber,
mentionee1518,"ליב דרעזן מה""ש",ספר כליל החשבון,"ליב דרעזן מה""ש",Subscriber,
mentionee1519,ליזר באמבורג,ספר כליל החשבון,ליזר באמבורג,Subscriber,
mentionee1520,"Lindau, Baruch ben Jehuda Löb",ספר כליל החשבון,"Lindau, Baruch ben Jehuda Löb",Subscriber,
mentionee1521,מאיר פיורדא,ספר כליל החשבון,מאיר פיורדא,Subscriber,
mentionee1522,מיכל וואלף,ספר כליל החשבון,מיכל וואלף,Subscriber,
mentionee1523,"מענדלסזאהן, יוסף",ספר כליל החשבון,"מענדלסזאהן, יוסף",Subscriber,
mentionee1524,"Marcuse, Marcus",ספר כליל החשבון,"Marcuse, Marcus",Subscriber,
mentionee1525,"משה ה""ש",ספר כליל החשבון,"משה ה""ש",Subscriber,
mentionee1526,"סמטור, דוד",ספר כליל החשבון,"סמטור, דוד",Subscriber,Berlin
mentionee1527,"סמטור, שמואל",ספר כליל החשבון,"סמטור, שמואל",Subscriber,
mentionee1528,"פאן, זלמן",ספר כליל החשבון,"פאן, זלמן",Subscriber,Berlin
mentionee1529,פייבש וויצנהויזן,ספר כליל החשבון,פייבש וויצנהויזן,Subscriber,Königsberg
mentionee1530,פנחס שטראלזונד,ספר כליל החשבון,פנחס שטראלזונד,Subscriber,
mentionee1531,"פראנק, וואלף",ספר כליל החשבון,"פראנק, וואלף",Subscriber,
mentionee1532,"Friedländer, David",ספר כליל החשבון,"Friedländer, David",Subscriber,Berlin
mentionee1533,"פרענקל, הירש בר""מ",ספר כליל החשבון,"פרענקל, הירש בר""מ",Subscriber,
mentionee1534,"צדוק בר""א",ספר כליל החשבון,"צדוק בר""א",Subscriber,
mentionee1535,"רינטל, יוסף",ספר כליל החשבון,"רינטל, יוסף",Subscriber,
mentionee1536,"ריס, ישראל",ספר כליל החשבון,"ריס, ישראל",Subscriber,
mentionee1537,"ריס, נתן",ספר כליל החשבון,"ריס, נתן",Subscriber,
mentionee1538,"שטרעליץ, קאפל בן פו''מ אברהם",ספר כליל החשבון,"שטרעליץ, קאפל בן פו''מ אברהם",Subscriber,Berlin
mentionee1539,שלמה,ספר כליל החשבון,שלמה,Subscriber,Prenzlau
mentionee1540,"Schlesinger, Liebermann Marcus",ספר כליל החשבון,"Schlesinger, Liebermann Marcus",Subscriber,Berlin
mentionee1541,שמואל ניקלסוברג,ספר כליל החשבון,שמואל ניקלסוברג,Subscriber,Berlin
mentionee1542,שמעון ברוינשווייג,ספר כליל החשבון,שמעון ברוינשווייג,Subscriber,
mentionee1543,,ספר כרם עין גדי,,Approbation,
mentionee1544,"אליעזר בהרב ה""ג מה""ר""א",ספר כרם עין גדי,"אליעזר בהרב ה""ג מה""ר""א",Approbation,
mentionee1545,אליעזר בן יצחק,ספר כרם עין גדי,אליעזר בן יצחק,Approbation,
mentionee1546,"יעקב בהרב ה""ג מ""הר""א",ספר כרם עין גדי,"יעקב בהרב ה""ג מ""הר""א",Approbation,
mentionee1547,ישראל בן חיים,ספר כרם עין גדי,ישראל בן חיים,Approbation,
mentionee1548,אלי לעוורדן,ספר מאיר נתיב הלשון א,אלי לעוורדן,Thanks,Amsterdam
mentionee1549,"Dubno, Salomon",ספר מאיר נתיב הלשון א,"Dubno, Salomon",Thanks,
mentionee1550,דניאל בן דוד הכהן,ספר מאיר נתיב הלשון א,דניאל בן דוד הכהן,Thanks,Amsterdam
mentionee1551,"יוסף אשר לעמיל ב""ה שמעון מ""ץ",ספר מאיר נתיב הלשון א,"יוסף אשר לעמיל ב""ה שמעון מ""ץ",Thanks,The Hague
mentionee1552,יעקב משה בן שאול,ספר מאיר נתיב הלשון א,יעקב משה בן שאול,Thanks,Amsterdam
mentionee1553,ר' עוזר איש אפרתי,ספר מגלת סדרים,ר' עוזר איש אפרתי,Thanks,
mentionee1554,,ספר מודע לבינה,,Approbation,Satanow
mentionee1555,,ספר מודע לבינה,,Approbation,Frankfurt/Oder
mentionee1556,גדלי' זיסקינד,ספר מודע לבינה,גדלי' זיסקינד,Book's seller,
mentionee1557,"הירץ מורא כ""ץ",ספר מודע לבינה,"הירץ מורא כ""ץ",Book's seller,Frankfurt/Oder
mentionee1558,"יעקוב א בן הגאון יחזקאל אב""ד דק""ק פראג",ספר מודע לבינה,"יעקוב א בן הגאון יחזקאל אב""ד דק""ק פראג",Book's seller,Brody
mentionee1559,"Friedländer, David",ספר מודע לבינה,"Friedländer, David",Book's seller,Berlin
mentionee1560,שמעון פייט,ספר מודע לבינה,שמעון פייט,Book's seller,Berlin
mentionee1561,זלמן הירש,ספר מכלול,זלמן הירש,Approbation,
mentionee1562,"חנוך הענך במהורר שמואל זצ""ל שיק",ספר מלחמה בשלום,"חנוך הענך במהורר שמואל זצ""ל שיק",Approbation,
mentionee1563,"צבי הירש בלא""א הרב מהר""ם",ספר מלחמה בשלום,"צבי הירש בלא""א הרב מהר""ם",Approbation,
mentionee1564,"שלמה במהורר ישראל יצ""ו מק""ק שקלאוו",ספר מלחמה בשלום,"שלמה במהורר ישראל יצ""ו מק""ק שקלאוו",Printer,
mentionee1565,דוד בן נפתלי הירש,ספר מלים לאלוה,דוד בן נפתלי הירש,Approbation,Berlin
mentionee1566,"יואל במהר""ר יקותיאל מגלוגא",ספר מלים לאלוה,"יואל במהר""ר יקותיאל מגלוגא",Approbation,Berlin
mentionee1567,ירמי' מהלברשטט,ספר מלים לאלוה,ירמי' מהלברשטט,Approbation,
mentionee1568,נפתלי הירץ בן בנימן זאב,ספר מלים לאלוה,נפתלי הירץ בן בנימן זאב,Approbation,Berlin
mentionee1569,"ישראל בן משה, מברסלאו",ספר מלים לאלוה,"ישראל בן משה, מברסלאו",Printer,Berlin
mentionee1570,אברהם מלנצברג,ספר מלים לאלוה,אברהם מלנצברג,Proofreader,Frankfurt/Oder
mentionee1571,"Löwe, Joel",ספר מלכים א,"Löwe, Joel",Dedication,Berlin
mentionee1572,דוד ווערטהיימר,ספר מנחה חדשה א,דוד ווערטהיימר,Dedication,Vienna
mentionee1573,איצק בן שמשון ווערטהיים,ספר מנחה חדשה א,איצק בן שמשון ווערטהיים,Thanks,
mentionee1574,"Obernick, Meir",ספר מנחה חדשה א,"Obernick, Meir",Book's seller,
mentionee1575,אלי' ווערטהיים,ספר מנחה חדשה א,אלי' ווערטהיים,Book's seller,Frankfurt/Oder
mentionee1576,וואלף ברעטצפ'עלר,ספר מנחה חדשה א,וואלף ברעטצפ'עלר,Book's seller,Bayreuth
mentionee1577,וואלף ליכטנשטאט,ספר מנחה חדשה א,וואלף ליכטנשטאט,Book's seller,Vienna
mentionee1578,יאקב זולצבאך,ספר מנחה חדשה א,יאקב זולצבאך,Book's seller,Hamburg
mentionee1579,יוזל ווערטהיימר,ספר מנחה חדשה א,יוזל ווערטהיימר,Book's seller,Fürth
mentionee1580,יעקב וועליש,ספר מנחה חדשה א,יעקב וועליש,Book's seller,Pressburg/Bratislava
mentionee1581,ליב הערלסהיים,ספר מנחה חדשה א,ליב הערלסהיים,Book's seller,Strasbourg
mentionee1582,מאיר סארלוויל,ספר מנחה חדשה א,מאיר סארלוויל,Book's seller,Metz
mentionee1583,משה ליסא,ספר מנחה חדשה א,משה ליסא,Book's seller,Den Haag
mentionee1584,נתן ווערטהיים,ספר מנחה חדשה א,נתן ווערטהיים,Book's seller,Nikolsburg
mentionee1585,יוזפא דעטמאלד,ספר מנחה חדשה ב,יוזפא דעטמאלד,Dedication,
mentionee1586,"Schlesinger, Liebermann",ספר מנחה חדשה י,"Schlesinger, Liebermann",Dedication,Berlin
mentionee1587,"Friedländer, David",ספר מנחה חדשה י,"Friedländer, David",Dedication,Berlin
mentionee1588,,ספר מסלול,,Personal address,
mentionee1589,,ספר מסלול,,Approbation,Amsterdam
mentionee1590,,ספר מסלול,,Approbation,Hannover
mentionee1591,Berlin Saul,ספר מסלול,Berlin Saul,Approbation,
mentionee1592,צבי הירש,ספר מסלול,צבי הירש,Approbation,
mentionee1593,,ספר מסלול,,Printer,Hamburg
mentionee1594,יוסף הירצלס,ספר מעגל ישר,יוסף הירצלס,"Thanks, Book's Funder",Vienna
mentionee1595,"חנוך הענך במהורר שמואל זצ""ל שיק",ספר מקוה ישראל,"חנוך הענך במהורר שמואל זצ""ל שיק",Approbation,
mentionee1596,צבי הירש בן מאיר,ספר מקוה ישראל,צבי הירש בן מאיר,Approbation,
mentionee1597,Berlin Saul,ספר נתיבות השלום ב,Berlin Saul,Approbation,
mentionee1598,צבי הירש,ספר נתיבות השלום ב,צבי הירש,Approbation,Berlin
mentionee1599,"Wessely, Hartwig",ספר נתיבות השלום ב,"Wessely, Hartwig",Recommendation,
mentionee1600,אברהם,ספר עמודי בית יהודה,אברהם,Approbation,Rotterdam
mentionee1601,"אברהם ב""ר צבי הירש",ספר עמודי בית יהודה,"אברהם ב""ר צבי הירש",Approbation,Frankfurt am Main
mentionee1602,"אהרן ב""ר משה מגזע צבי ראב""ד בק""ק ברלין",ספר עמודי בית יהודה,"אהרן ב""ר משה מגזע צבי ראב""ד בק""ק ברלין",Approbation,Dessau
mentionee1603,אריה ליב,ספר עמודי בית יהודה,אריה ליב,Approbation,Hannover
mentionee1604,טעבלי העס,ספר עמודי בית יהודה,טעבלי העס,Approbation,Mannheim
mentionee1605,יואל מגלוגא,ספר עמודי בית יהודה,יואל מגלוגא,Approbation,Berlin
mentionee1606,יוסף משטיין הרט,ספר עמודי בית יהודה,יוסף משטיין הרט,Approbation,Fürth
mentionee1607,ירמי' מהלברשטט,ספר עמודי בית יהודה,ירמי' מהלברשטט,Approbation,
mentionee1608,"נפתלי הירש ב""ר משה לבית קצנאלנבוגן",ספר עמודי בית יהודה,"נפתלי הירש ב""ר משה לבית קצנאלנבוגן",Approbation,Pfalz
mentionee1609,נתנאל אשכנזי ווייל מפראג,ספר עמודי בית יהודה,נתנאל אשכנזי ווייל מפראג,Approbation,Karlsruhe
mentionee1610,צבי הירש אויערבך מבראנדיש,ספר עמודי בית יהודה,צבי הירש אויערבך מבראנדיש,Approbation,Worms
mentionee1611,,ספר עמודי בית יהודה,,Approbation,Amsterdam
mentionee1612,יוסף עשווא,ספר עמודי בית יהודה,יוסף עשווא,Recommendation,
mentionee1613,"Mendelssohn, Moses",ספר עמודי בית יהודה,"Mendelssohn, Moses",Recommendation,Berlin
mentionee1614,זלמן בן משה ווינג,ספר עמודי בית יהודה,זלמן בן משה ווינג,Printer,
mentionee1615,יעקב בן גדליה,ספר עמודי בית יהודה,יעקב בן גדליה,Printer,
mentionee1616,שמעון בן גדליה,ספר עמודי בית יהודה,שמעון בן גדליה,Printer,
mentionee1617,צבי הירש,ספר עמודי השמים,צבי הירש,Approbation,Berlin
mentionee1618,"קוניץ, משה",ספר עמק השוה,"קוניץ, משה",Approbation,Ofen
mentionee1619,אברהם קויפמן וואהל,ספר רוח חן,אברהם קויפמן וואהל,Proofreader,
mentionee1620,פלק כהן (עמנואל שושן עמק),ספר רוח חן,פלק כהן (עמנואל שושן עמק),Proofreader,
mentionee1621,מרדכי,ספר רפואות הנקרא עזר ישראל,מרדכי,Approbation,Turiisk
mentionee1622,מיחאל באבראווסקי,ספר רפואות הנקרא עזר ישראל,מיחאל באבראווסקי,Book's funder,
mentionee1623,,ספר רפואת העם,,Approbation,Satanow
mentionee1624,,ספר רפואת העם,,Approbation,Brody
mentionee1625,,ספר רפואת העם,,Approbation,Frankfurt/Oder
mentionee1626,,ספר רפואת העם,,Approbation,Zhovkva
mentionee1627,,ספר רפואת העם,,Approbation,Lemberg
mentionee1628,,ספר רפואת העם,,Recommendation,Berlin
mentionee1629,,ספר רפואת העם,,Recommendation,Berlin
mentionee1630,,ספר רפואת העם,,Recommendation,Berlin
mentionee1631,,ספר רפואת העם,,Recommendation,
mentionee1632,,ספר רפואת העם,,Recommendation,Berlin
mentionee1633,,ספר רפואת העם,,Book's funder,
mentionee1634,יחזקאל הלוי לנדא,ספר שאלות ותשובות בשמים ראש,יחזקאל הלוי לנדא,Approbation,Prague
mentionee1635,צבי הירש,ספר שאלות ותשובות בשמים ראש,צבי הירש,Approbation,Berlin
mentionee1636,יחזקאל לנדא,ספר שבילי דרקיע,יחזקאל לנדא,Approbation,
mentionee1637,"אבהרם בכ""ה איסרל זלדין",ספר שומר אמונים,"אבהרם בכ""ה איסרל זלדין",Recommendation,
mentionee1638,רב יצחק זעקיל עטהויזן,ספר שערי זמרה,רב יצחק זעקיל עטהויזן,Approbation,
mentionee1639,"גרשון חפ""קק פרנקפורט דאדר",ספר שערי נעימה,"גרשון חפ""קק פרנקפורט דאדר",Approbation,Frankfurt/Oder
mentionee1640,,ספר שערי נעימה,,Approbation,
mentionee1641,משלם זלמן הכהן,ספר שפה ברורה,משלם זלמן הכהן,Approbation,Fürth
mentionee1642,אברהם יקותיאל,ספר שפתי רננות,אברהם יקותיאל,Approbation,
mentionee1643,אברהם מרדכי,ספר שפתי רננות,אברהם מרדכי,Approbation,
mentionee1644,אלי',ספר שפתי רננות,אלי',Approbation,Landsberg/Warthe
mentionee1645,ארי' ליב,ספר שפתי רננות,ארי' ליב,Approbation,
mentionee1646,זכרי' מענדיל,ספר שפתי רננות,זכרי' מענדיל,Approbation,Jaroslaw
mentionee1647,חיים מצאנז,ספר שפתי רננות,חיים מצאנז,Approbation,
mentionee1648,יוסף שאצקיש,ספר שפתי רננות,יוסף שאצקיש,Approbation,Brody
mentionee1649,"יצחק במו' משה כ""ץ",ספר שפתי רננות,"יצחק במו' משה כ""ץ",Approbation,סטאבנץ
mentionee1650,מרדכי,ספר שפתי רננות,מרדכי,Approbation,ויעלקאשט
mentionee1651,"נפתלי בהרב מו' לוי זצ""ל",ספר שפתי רננות,"נפתלי בהרב מו' לוי זצ""ל",Approbation,Brody
mentionee1652,"נתן בהגאון מהר""צ בע""מ",ספר שפתי רננות,"נתן בהגאון מהר""צ בע""מ",Approbation,Brody
mentionee1653,צבי הירש,ספר שפתי רננות,צבי הירש,Approbation,לעטשוב=לאצוב
mentionee1654,צבי הירש,ספר שפתי רננות,צבי הירש,Approbation,Berlin
mentionee1655,צבי הירש ליבשיץ,ספר שפתי רננות,צבי הירש ליבשיץ,Approbation,Breslau
mentionee1656,צבי הירש מייזיל,ספר שפתי רננות,צבי הירש מייזיל,Approbation,Zhovkva
mentionee1657,צבי הירש מירלש,ספר שפתי רננות,צבי הירש מירלש,Approbation,London
mentionee1658,אארי' ליבמן מהו' וואלף,ספר שפתי רננות,אארי' ליבמן מהו' וואלף,Subscriber,
mentionee1659,יוסף,ספר תהלים,יוסף,Approbation,Mesritsch
mentionee1660,נפתלי הירץ לבין קצעלינבוגין,ספר תהלים,נפתלי הירץ לבין קצעלינבוגין,Approbation,Frankfurt/Oder
mentionee1661,צבי הירש מירלש,ספר תהלים,צבי הירש מירלש,Approbation,London
mentionee1662,אברהם באנו,ספר תהלים,אברהם באנו,Subscriber,Zell
mentionee1663,"אברהם בר""י",ספר תהלים,"אברהם בר""י",Subscriber,
mentionee1664,"אברהם בר""נ ה""ש",ספר תהלים,"אברהם בר""נ ה""ש",Subscriber,Berlin
mentionee1665,"אברהם בר""ל ה""ש",ספר תהלים,"אברהם בר""ל ה""ש",Subscriber,
mentionee1666,"אברהם בר""פ כ""ץ",ספר תהלים,"אברהם בר""פ כ""ץ",Subscriber,Frankfurt/Oder
mentionee1667,"אהרן שמעון בר""מ",ספר תהלים,"אהרן שמעון בר""מ",Subscriber,
mentionee1668,"איגר, מאיר",ספר תהלים,"איגר, מאיר",Subscriber,Glogau
mentionee1669,"Euchel, Isaac Abraham",ספר תהלים,"Euchel, Isaac Abraham",Subscriber,Berlin
mentionee1670,"איסרל, ישראל",ספר תהלים,"איסרל, ישראל",Subscriber,Hamburg
mentionee1671,"אלי' במהר""ר מן",ספר תהלים,"אלי' במהר""ר מן",Subscriber,Glogau
mentionee1672,"ארענשטיין, נתן",ספר תהלים,"ארענשטיין, נתן",Subscriber,Vienna
mentionee1673,אשר שעניפליס,ספר תהלים,אשר שעניפליס,Subscriber,Berlin
mentionee1674,"באהן, אהרון",ספר תהלים,"באהן, אהרון",Subscriber,
mentionee1675,"בוקי, אליהו",ספר תהלים,"בוקי, אליהו",Subscriber,Frankfurt/Oder
mentionee1676,"בנימין בר""פ",ספר תהלים,"בנימין בר""פ",Subscriber,Berlin
