Uniqe ID,Title,Mentioned in book,Mentionee,Description of mentionee,Location city of mentionee
mentionee686,סאמועל טוגענדהאפט,אמרי שפר,סאמועל טוגענדהאפט,Subscriber,Bielitz
mentionee687,סאמועל טויבעס,אמרי שפר,סאמועל טויבעס,Subscriber,
mentionee688,"Jeitteles, Samuel",אמרי שפר,"Jeitteles, Samuel",Subscriber,Prague
mentionee689,סאמועל קערן,אמרי שפר,סאמועל קערן,Subscriber,Triesch
mentionee690,סיכאראפסקיע,אמרי שפר,סיכאראפסקיע,Subscriber,Vienna
mentionee691,סימאן בעק,אמרי שפר,סימאן בעק,Subscriber,Triesch
mentionee692,סימאן לעמל,אמרי שפר,סימאן לעמל,Subscriber,Prague
mentionee693,סימאן פאפפער,אמרי שפר,סימאן פאפפער,Subscriber,Lemberg
mentionee694,סעבאסטיאן זעעפעלד,אמרי שפר,סעבאסטיאן זעעפעלד,Subscriber,Vienna
mentionee695,סענדער ריטטנער,אמרי שפר,סענדער ריטטנער,Subscriber,Schklov
mentionee696,סענדר אקסענפעלד,אמרי שפר,סענדר אקסענפעלד,Subscriber,Brody
mentionee697,סענדר דירקהיים,אמרי שפר,סענדר דירקהיים,Subscriber,Karlsruhe
mentionee698,סענדר מאיר סענדר פריעדבערג,אמרי שפר,סענדר מאיר סענדר פריעדבערג,Subscriber,Breslau
mentionee699,"עליאס הערשפעלד (Dr. med., ארצט דעס איזר' קראנקענשפיטאלס)",אמרי שפר,"עליאס הערשפעלד (Dr. med., ארצט דעס איזר' קראנקענשפיטאלס)",Subscriber,Vienna
mentionee700,עלקאן היימאן,אמרי שפר,עלקאן היימאן,Subscriber,Breslau
mentionee701,עלקאן הערצבערג,אמרי שפר,עלקאן הערצבערג,Subscriber,Komarno
mentionee702,עמאנועל ווערטהיים,אמרי שפר,עמאנועל ווערטהיים,Subscriber,Stampfen
mentionee703,עמאנועל לעוו באכראך,אמרי שפר,עמאנועל לעוו באכראך,Subscriber,Nikolsburg
mentionee704,עמאנועללע עפפינגער,אמרי שפר,עמאנועללע עפפינגער,Subscriber,Vienna
mentionee705,"Hönig, Enoch",אמרי שפר,"Hönig, Enoch",Subscriber,Prague
mentionee706,ענגעל,אמרי שפר,ענגעל,Subscriber,Strasbourg
mentionee707,עפראים וו' בערלינער,אמרי שפר,עפראים וו' בערלינער,Subscriber,Stuttgart
mentionee708,ליפמן פאהן,אמרי שפר,ליפמן פאהן,Subscriber,Breslau
mentionee709,פאלק שייער אליעזאהן,אמרי שפר,פאלק שייער אליעזאהן,Subscriber,Breslau
mentionee710,פאפפער,אמרי שפר,פאפפער,Subscriber,Kolin
mentionee711,פולפערמאכער (Dr.),אמרי שפר,פולפערמאכער (Dr.),Subscriber,Breslau
mentionee712,פייט ליכטענבערג,אמרי שפר,פייט ליכטענבערג,Subscriber,Kolin
mentionee713,פייט פריעדלענדער,אמרי שפר,פייט פריעדלענדער,Subscriber,Kolin
mentionee714,פייטל בעהם,אמרי שפר,פייטל בעהם,Subscriber,Breslau
mentionee715,פייס לוי,אמרי שפר,פייס לוי,Subscriber,Karlsruhe
mentionee716,פייסט הילסבאך,אמרי שפר,פייסט הילסבאך,Subscriber,Breslau
mentionee717,"פייפר כ""ץ",אמרי שפר,"פייפר כ""ץ",Subscriber,Hechingen
mentionee718,פילליפ עללבאגען,אמרי שפר,פילליפ עללבאגען,Subscriber,Kolin
mentionee719,פינקוס אראן אייזענשיטץ,אמרי שפר,פינקוס אראן אייזענשיטץ,Subscriber,Triesch
mentionee720,Fürst (Dr.),אמרי שפר,Fürst (Dr.),Subscriber,Berlin
mentionee721,פישער,אמרי שפר,פישער,Subscriber,Breslau
mentionee722,פנחס שניצלער,אמרי שפר,פנחס שניצלער,Subscriber,Breslau
mentionee723,פעטער הייניטץ,אמרי שפר,פעטער הייניטץ,Subscriber,Kanischa
mentionee724,פפונגסט,אמרי שפר,פפונגסט,Subscriber,Frankfurt am Main
mentionee725,פרידלענדר,אמרי שפר,פרידלענדר,Subscriber,Hechingen
mentionee726,צאדיק שלעזינגער,אמרי שפר,צאדיק שלעזינגער,Subscriber,Vienna
mentionee727,צאראך ווערטהיים (Dr. med.),אמרי שפר,צאראך ווערטהיים (Dr. med.),Subscriber,Vienna
mentionee728,"צדוק ב""ר יואך נויאן",אמרי שפר,"צדוק ב""ר יואך נויאן",Subscriber,Berlin
mentionee729,צעזאר,אמרי שפר,צעזאר,Subscriber,Breslau
mentionee730,צערף,אמרי שפר,צערף,Subscriber,Breslau
mentionee731,קאהן,אמרי שפר,קאהן,Subscriber,Brody
mentionee732,"Cohn, Nathan (Lehrer)",אמרי שפר,"Cohn, Nathan (Lehrer)",Subscriber,Breslau
mentionee733,קאספר קאהן,אמרי שפר,קאספר קאהן,Subscriber,Vienna
mentionee734,קאפל המבורג,אמרי שפר,קאפל המבורג,Subscriber,Fürth
mentionee735,קארל בורשטיין,אמרי שפר,קארל בורשטיין,Subscriber,Mesritsch
mentionee736,קארל קעניגסבערג,אמרי שפר,קארל קעניגסבערג,Subscriber,Vienna
mentionee737,קיש,אמרי שפר,קיש,Subscriber,Prague
mentionee738,קלמן נייאבויער,אמרי שפר,קלמן נייאבויער,Subscriber,Kuttenplan
mentionee739,קלמן פארגעס,אמרי שפר,קלמן פארגעס,Subscriber,Prague
mentionee740,ראובן הערצבערג,אמרי שפר,ראובן הערצבערג,Subscriber,Breslau
mentionee741,ראזאליע עפפינגער,אמרי שפר,ראזאליע עפפינגער,Subscriber,Vienna
mentionee742,רפאל וואלף גינסבערג,אמרי שפר,רפאל וואלף גינסבערג,Subscriber,Breslau
mentionee743,שאול לנדא,אמרי שפר,שאול לנדא,Subscriber,Brody
mentionee744,שאול מענדלזאהן,אמרי שפר,שאול מענדלזאהן,Subscriber,Brody
mentionee745,"Wertheim, Charlotte",אמרי שפר,"Wertheim, Charlotte",Subscriber,Vienna
mentionee746,שכנא לאנדויא,אמרי שפר,שכנא לאנדויא,Subscriber,Brody
mentionee747,שלאס,אמרי שפר,שלאס,Subscriber,Frankfurt am Main
mentionee748,"שלמה ב""ר זלמן",אמרי שפר,"שלמה ב""ר זלמן",Subscriber,Breslau
mentionee749,"שלמה ב""ר מנחם",אמרי שפר,"שלמה ב""ר מנחם",Subscriber,Hechingen
mentionee750,שלמה בונצעל,אמרי שפר,שלמה בונצעל,Subscriber,Prague
mentionee751,שלמה בלאך,אמרי שפר,שלמה בלאך,Subscriber,Hechingen
mentionee752,שלמה העלין,אמרי שפר,שלמה העלין,Subscriber,Brody
mentionee753,שלמה טורנויער,אמרי שפר,שלמה טורנויער,Subscriber,Prague
mentionee754,שלמה ניערנשטיין,אמרי שפר,שלמה ניערנשטיין,Subscriber,Brody
mentionee755,שלמה צוואנגער,אמרי שפר,שלמה צוואנגער,Subscriber,Brody
mentionee756,שלמה קראנעק,אמרי שפר,שלמה קראנעק,Subscriber,Berlin
mentionee757,שלמה רונקל,אמרי שפר,שלמה רונקל,Subscriber,Berlin
mentionee758,מיכל שלעזינגר,אמרי שפר,מיכל שלעזינגר,Subscriber,Breslau
mentionee759,"שמואל בו פ""ום ר""ר אשרי",אמרי שפר,"שמואל בו פ""ום ר""ר אשרי",Subscriber,Friedrichsfeld
mentionee760,"שמואל כ""ץ",אמרי שפר,"שמואל כ""ץ",Subscriber,Breslau
mentionee761,שמואל לוי,אמרי שפר,שמואל לוי,Subscriber,Kuttenplan
mentionee762,שמואל רארמיטצער,אמרי שפר,שמואל רארמיטצער,Subscriber,Prague
mentionee763,שמחה שינאף,אמרי שפר,שמחה שינאף,Subscriber,Brünn
mentionee764,"שמעון ב""ר שלמה הנאבר",אמרי שפר,"שמעון ב""ר שלמה הנאבר",Subscriber,Berlin
mentionee765,שמעון דוב גוטענטאג,אמרי שפר,שמעון דוב גוטענטאג,Subscriber,Breslau
mentionee766,שמעון יעקב פעסילש,אמרי שפר,שמעון יעקב פעסילש,Subscriber,Fürth
mentionee767,שמעון קרעמזיר,אמרי שפר,שמעון קרעמזיר,Subscriber,Breslau
mentionee768,שמעי' בעער העללער,אמרי שפר,שמעי' בעער העללער,Subscriber,Kuttenplan
mentionee769,שמעי' קראקויר,אמרי שפר,שמעי' קראקויר,Subscriber,Breslau
mentionee770,"שניאור בר""ם שפירא",אמרי שפר,"שניאור בר""ם שפירא",Subscriber,Brody
mentionee771,"צבי הירש בן משולם זלמן סג""ל הורוויץ",באור מלות ההגיון,"צבי הירש בן משולם זלמן סג""ל הורוויץ",Printer,Frankfurt/Oder
mentionee772,,בנות השיר,,Personal Address,
mentionee773,,בנות השיר,,Personal Address,
mentionee774,,בנות השיר,,Personal Address,
mentionee775,צבי הירש,בנות השיר,צבי הירש,Personal Address,
mentionee776,פועלי בית הדפוס חנוך נערים,ברכת פועלים,פועלי בית הדפוס חנוך נערים,Dedication,
mentionee777,,גבעטי דער יודן אויף דאס גאנצי יאהר,,Dedication,
mentionee778,,גבעטי דער יודן אויף דאס גאנצי יאהר,,Dedication,
mentionee779,שמואל כהרר נפתלי הירץ,גבעטי דער יודן אויף דאס גאנצי יאהר,שמואל כהרר נפתלי הירץ,Proofreader,
mentionee780,,גמול עתליה,,Approbation,Amsterdam
mentionee781,שלמה שלם,גמול עתליה,שלמה שלם,Approbation,
mentionee782,"Belinfante, Isaac",גמול עתליה,"Belinfante, Isaac",Recommendation,
mentionee783,"Tama, Mordechay",גמול עתליה,"Tama, Mordechay",Recommendation,
mentionee784,אברהם שמינים פיריירה,גמול עתליה,אברהם שמינים פיריירה,Recommendation,
mentionee785,שמואל ברוך בינאוינטי,גמול עתליה,שמואל ברוך בינאוינטי,Recommendation,
mentionee786,שמחה קלימני,גמול עתליה,שמחה קלימני,Recommendation,Venice
mentionee787,,גן נעול א,,Approbation,Amsterdam
mentionee788,שאול הלוי,גן נעול א,שאול הלוי,Approbation,The Hague
mentionee789,שלמה שלם,גן נעול א,שלמה שלם,Approbation,
mentionee790,"יטלה מב""ת [וייזל]",גן נעול א,"יטלה מב""ת [וייזל]",Dedication,
mentionee791,יששכר בער וויזל,גן נעול א,יששכר בער וויזל,Dedication,
mentionee792,"אברהם יחזקיה בש""ן",גן נעול א,"אברהם יחזקיה בש""ן",Proofreader,
mentionee793,"Belinfante, Isaac",גן נעול ב,"Belinfante, Isaac",Recommendation,
mentionee794,אפרים פישל,דברי ריבות א,אפרים פישל,Approbation,Jersualem
mentionee795,חיים נחמי' מזרחי,דברי ריבות א,חיים נחמי' מזרחי,Approbation,
mentionee796,"יוחנן בה""רר שלמה סלמן ס""ט",דברי ריבות א,"יוחנן בה""רר שלמה סלמן ס""ט",Approbation,Damascus
mentionee797,אברהם בהגאון מוה' גדלי',דרך חיים,אברהם בהגאון מוה' גדלי',Approbation,Glogau
mentionee798,אברהם בן אריה ליב,דרך חיים,אברהם בן אריה ליב,Approbation,Mesritsch
mentionee799,יעקב בהרב מהו' יעקב משה,דרך חיים,יעקב בהרב מהו' יעקב משה,Approbation,Lissa
mentionee800,מיכאל שמעון מייא,דרך חיים,מיכאל שמעון מייא,Approbation,Breslau
mentionee801,זלמן הלוי בן רפאל,דרך חיים,זלמן הלוי בן רפאל,Recommendation,Glogau
mentionee802,מרדכי לעוונשטאם,דרך חיים,מרדכי לעוונשטאם,Recommendation,Breslau
mentionee803,אברהם גאטטשטיין,דרך חיים,אברהם גאטטשטיין,Dedication,
mentionee804,איצק בן משה שלעזינגער,דרך חיים,איצק בן משה שלעזינגער,Printer,
mentionee805,"Jakobson, Israel",דת ישראל oder Das Judenthum 1,"Jakobson, Israel",Dedication,Braunschweig
mentionee806,"Wessely, Hartwig",האמונות והדעות,"Wessely, Hartwig",Recommendation,
mentionee807,"איגר, מאיר",האמונות והדעות,"איגר, מאיר",Thanks,Glogau
mentionee808,"איסר בנה' סיני כ""ץ מק""ק זאלשיץ",האמונות והדעות,"איסר בנה' סיני כ""ץ מק""ק זאלשיץ",Thanks,
mentionee809,אלכסנדר זיסל הלוי,האמונות והדעות,אלכסנדר זיסל הלוי,Thanks,
mentionee810,"נחמן בק""ק פלאצק",האמונות והדעות,"נחמן בק""ק פלאצק",Thanks,
mentionee811,,הקולות יחדלון או משפט שלום,,Personal address,Berlin
mentionee812,,הקולות יחדלון או משפט שלום,,Dedication,
mentionee813,,הקולות יחדלון או משפט שלום,,Dedication,
mentionee814,"Friedländer, David",זה ספר זכר צדיק,"Friedländer, David","Dedication, Thanks",Berlin
mentionee815,"אב""ד ור""מ דק""ק ל""ב בנימין",זה ספר טוב ויפה,"אב""ד ור""מ דק""ק ל""ב בנימין",Approbation,
mentionee816,"אב""ד ור""מ דק""ק פפ""דא שאול",זה ספר טוב ויפה,"אב""ד ור""מ דק""ק פפ""דא שאול",Approbation,Frankfurt/Oder
mentionee817,"Mendelssohn, Moses",זה ספר פשר דבר,"Mendelssohn, Moses","Recommendation, Book's funder",Berlin
mentionee818,"Wessely, Hartwig",זה ספר פשר דבר,"Wessely, Hartwig",Recommendation,
mentionee819,אייזק כהנא פיוואני,זכרון יוסף,אייזק כהנא פיוואני,Dedication,
mentionee820,חנה פיוואני,זכרון יוסף,חנה פיוואני,Dedication,
mentionee821,לימא רעננער,חכמת יהושע בן סירא,לימא רעננער,Dedication,Hamburg
mentionee822,מיענדעל רעננער,חכמת יהושע בן סירא,מיענדעל רעננער,Dedication,Hamburg
mentionee823,Berend Callmann,חלקת מחקק,Berend Callmann,Dedication,Dessau
mentionee824,שמעון מערגנטהיים,יונה,שמעון מערגנטהיים,Dedication,Bonn
mentionee825,זלמונא פיורדא,יושבי תבל,זלמונא פיורדא,Dedication,Mainz
mentionee826,,יושבי תבל,,Thanks,
mentionee827,זאב וואלף,ילדות ובחרות או נתיבות החנוך והמוסר,זאב וואלף,Dedication,
mentionee828,יאקב בן דניאל בלאך,יריעות שלמה ג,יאקב בן דניאל בלאך,Printer,
mentionee829,משה בן שמואל כץ ריטשוואל,יריעות שלמה ג,משה בן שמואל כץ ריטשוואל,Printer,
mentionee830,שמואל צבי בן קלונימוס קלמן,יריעות שלמה ג,שמואל צבי בן קלונימוס קלמן,Printer,
mentionee831,"יוסף ב""ר הירש בר""נ",כימיאה אדער שיידיקונסט א,"יוסף ב""ר הירש בר""נ",Dedication,
mentionee832,יהודא ליב בן שניאור,"כתר מלכות לרזב""ד",יהודא ליב בן שניאור,Recommendation,
mentionee833,"Wolfsohn-Halle, Aron",להט החרב,"Wolfsohn-Halle, Aron",Personal Address,
mentionee834,"Satanow, Isaak",להט החרב,"Satanow, Isaak",Personal Address,
mentionee835,נפתלי הירץ מעדלסהיים,לכבוד איש מהולל,נפתלי הירץ מעדלסהיים,,Strasbourg
mentionee836,"Friedländer, David",לכבוד הגביר,"Friedländer, David",Dedication,Berlin
mentionee837,דוד בן בענדיט ווינג,מאמר אמרה צרופה,דוד בן בענדיט ווינג,Thanks,
mentionee838,אליעזר בן שמואל זנוויל ברוק,מאמר צדק ועוני או עוז הצדק,אליעזר בן שמואל זנוויל ברוק,Dedication,
mentionee839,,מגילת אסתר,,Dedication,
mentionee840,בער אורשל,מגלת איכה,בער אורשל,Dedication,Nancy
mentionee841,"אברהם בר""נ ה""ש",מגלת חסידים א,"אברהם בר""נ ה""ש",Subscriber,Berlin
mentionee842,אברהם גאנץ,מגלת חסידים א,אברהם גאנץ,Subscriber,
mentionee843,"אהרן בר""ס בר""נ",מגלת חסידים א,"אהרן בר""ס בר""נ",Subscriber,
mentionee844,איזק העלפט,מגלת חסידים א,איזק העלפט,Subscriber,
mentionee845,"Euchel, Isaac Abraham",מגלת חסידים א,"Euchel, Isaac Abraham",Subscriber,Berlin
mentionee846,איסר קאטנוס,מגלת חסידים א,איסר קאטנוס,Subscriber,
mentionee847,אשר שעניפליס,מגלת חסידים א,אשר שעניפליס,Subscriber,Berlin
mentionee848,"בוקי, אליהו",מגלת חסידים א,"בוקי, אליהו",Subscriber,Frankfurt/Oder
mentionee849,גבריאל געזור,מגלת חסידים א,גבריאל געזור,Subscriber,
